offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF001089,INC001088,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001090,INC001089,Robbery,"Accused approached the victim near a residential lane, threatened them with a blunt object, and fled with two mobile phones on a bicycle.",none,45
OFF001091,INC001090,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001092,INC001091,Burglary,Accused gained entry through the kitchen ventilator and removed a bag of valuables from the premises while occupants were at work.,none,15
OFF001093,INC001092,Dacoity,Offense recorded under Dacoity.,none,60
OFF001094,INC001093,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001095,INC001094,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001096,INC001095,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a on foot.,none,8
OFF001097,INC001096,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001098,INC001097,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF001099,INC001098,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001100,INC001099,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001101,INC001100,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001102,INC001101,Burglary,Accused gained entry through the rear window and removed a bag of valuables from the premises while occupants were asleep.,none,15
OFF001103,INC001102,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001104,INC001103,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001105,INC001104,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001106,INC001105,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a knife.",none,35
OFF001107,INC001106,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001108,INC001107,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001109,INC001108,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001110,INC001109,Murder,Offense recorded under Murder.,none,100
OFF001111,INC001110,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001112,INC001111,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001113,INC001112,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001114,INC001113,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a property boundary, causing injury with a iron rod.",none,35
OFF001115,INC001114,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a bicycle.,none,8
OFF001116,INC001115,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001117,INC001116,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001118,INC001117,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001119,INC001118,Rape,Offense recorded under Rape.,none,85
OFF001120,INC001119,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF001121,INC001120,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001122,INC001121,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001123,INC001122,Rape,Offense recorded under Rape.,none,85
OFF001124,INC001123,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001125,INC001124,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001126,INC001125,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF001127,INC001126,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001128,INC001127,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001129,INC001128,Burglary,Accused gained entry through the rear window and removed a bag of valuables from the premises while occupants were asleep.,none,15
OFF001130,INC001129,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001131,INC001130,Riots,Offense recorded under Riots.,none,20
OFF001132,INC001131,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001133,INC001132,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001134,INC001133,Riots,Offense recorded under Riots.,none,20
OFF001135,INC001134,Murder,Offense recorded under Murder.,none,100
OFF001136,INC001135,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a on foot.,none,8
OFF001137,INC001136,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001138,INC001137,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001139,INC001138,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001140,INC001139,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001141,INC001140,Murder,Offense recorded under Murder.,none,100
OFF001142,INC001141,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001143,INC001142,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001144,INC001143,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001145,INC001144,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a on foot.,none,8
OFF001146,INC001145,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001147,INC001146,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001148,INC001147,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001149,INC001148,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF001150,INC001149,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001151,INC001150,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001152,INC001151,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001153,INC001152,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001154,INC001153,Burglary,Accused gained entry through the unlocked back door and removed cash and electronics from the premises while occupants were asleep.,none,15
OFF001155,INC001154,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a bicycle.,none,8
OFF001156,INC001155,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001157,INC001156,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF001158,INC001157,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001159,INC001158,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF001160,INC001159,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001161,INC001160,Murder,Offense recorded under Murder.,none,100
OFF001162,INC001161,Robbery,"Accused approached the victim near a parking lot, threatened them with a blunt object, and fled with two mobile phones on a on foot.",none,45
OFF001163,INC001162,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001164,INC001163,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a bicycle.,none,8
OFF001165,INC001164,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF001166,INC001165,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001167,INC001166,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a on foot.,none,8
OFF001168,INC001167,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001169,INC001168,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001170,INC001169,Burglary,Accused gained entry through the kitchen ventilator and removed jewellery from the premises while occupants were asleep.,none,15
OFF001171,INC001170,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001172,INC001171,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a road-rage incident, causing injury with a iron rod.",none,35
OFF001173,INC001172,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001174,INC001173,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001175,INC001174,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001176,INC001175,Burglary,Accused gained entry through the rear window and removed a bag of valuables from the premises while occupants were at work.,none,15
OFF001177,INC001176,Burglary,Accused gained entry through the rear window and removed cash and electronics from the premises while occupants were away.,none,15
OFF001178,INC001177,Burglary,Accused gained entry through the kitchen ventilator and removed jewellery from the premises while occupants were away.,none,15
OFF001179,INC001178,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001180,INC001179,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were asleep.,none,15
OFF001181,INC001180,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001182,INC001181,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a road-rage incident, causing injury with a blunt object.",none,35
OFF001183,INC001182,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001184,INC001183,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001185,INC001184,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001186,INC001185,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001187,INC001186,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001188,INC001187,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a road-rage incident, causing injury with a knife.",none,35
OFF001189,INC001188,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001190,INC001189,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001191,INC001190,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001192,INC001191,Murder,Offense recorded under Murder.,none,100
OFF001193,INC001192,Burglary,Accused gained entry through the kitchen ventilator and removed a laptop from the premises while occupants were asleep.,none,15
OFF001194,INC001193,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001195,INC001194,Murder,Offense recorded under Murder.,none,100
OFF001196,INC001195,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with jewellery on a bicycle.",none,45
OFF001197,INC001196,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a blunt object.",none,35
OFF001198,INC001197,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a on foot.,none,8
OFF001199,INC001198,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001200,INC001199,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001201,INC001200,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001202,INC001201,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001203,INC001202,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001204,INC001203,Rape,Offense recorded under Rape.,none,85
OFF001205,INC001204,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a sharp weapon.",none,35
OFF001206,INC001205,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001207,INC001206,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001208,INC001207,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF001209,INC001208,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001210,INC001209,Murder,Offense recorded under Murder.,none,100
OFF001211,INC001210,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over an old debt, causing injury with a knife.",none,35
OFF001212,INC001211,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a bicycle.,none,8
OFF001213,INC001212,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,none,8
OFF001214,INC001213,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a bicycle.,none,8
OFF001215,INC001214,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001216,INC001215,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001217,INC001216,Burglary,Accused gained entry through the unlocked back door and removed jewellery from the premises while occupants were away.,none,15
OFF001218,INC001217,Burglary,Accused gained entry through the kitchen ventilator and removed jewellery from the premises while occupants were away.,none,15
OFF001219,INC001218,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001220,INC001219,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were at work.,none,15
OFF001221,INC001220,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001222,INC001221,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001223,INC001222,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF001224,INC001223,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a on foot.,none,8
OFF001225,INC001224,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001226,INC001225,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001227,INC001226,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001228,INC001227,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001229,INC001228,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a bicycle.,none,8
OFF001230,INC001229,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001231,INC001230,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001232,INC001231,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001233,INC001232,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001234,INC001233,Riots,Offense recorded under Riots.,none,20
OFF001235,INC001234,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001236,INC001235,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,none,8
OFF001237,INC001236,Burglary,Accused gained entry through the terrace access and removed cash and electronics from the premises while occupants were at work.,none,15
OFF001238,INC001237,Riots,Offense recorded under Riots.,none,20
OFF001239,INC001238,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001240,INC001239,Robbery,"Accused approached the victim near a market area, threatened them with a iron rod, and fled with jewellery on a auto-rickshaw.",none,45
OFF001241,INC001240,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF001242,INC001241,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF001243,INC001242,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001244,INC001243,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a family matter, causing injury with a iron rod.",none,35
OFF001245,INC001244,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001246,INC001245,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001247,INC001246,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001248,INC001247,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001249,INC001248,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001250,INC001249,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF001251,INC001250,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a road-rage incident, causing injury with a knife.",none,35
OFF001252,INC001251,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001253,INC001252,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were at work.,none,15
OFF001254,INC001253,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF001255,INC001254,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF001256,INC001255,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF001257,INC001256,Rape,Offense recorded under Rape.,none,85
OFF001258,INC001257,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001259,INC001258,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001260,INC001259,Burglary,Accused gained entry through the kitchen ventilator and removed cash and electronics from the premises while occupants were away.,none,15
OFF001261,INC001260,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a family matter, causing injury with a sharp weapon.",none,35
OFF001262,INC001261,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF001263,INC001262,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF001264,INC001263,Burglary,Accused gained entry through the terrace access and removed a laptop from the premises while occupants were asleep.,none,15
OFF001265,INC001264,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a bicycle.,none,8
OFF001266,INC001265,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001267,INC001266,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF001268,INC001267,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF001269,INC001268,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a on foot.,none,8
OFF001270,INC001269,Robbery,"Accused approached the victim near a market area, threatened them with a iron rod, and fled with a bag of valuables on a bicycle.",none,45
OFF001271,INC001270,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a on foot.,none,8
OFF001272,INC001271,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001273,INC001272,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over an old debt, causing injury with a sharp weapon.",none,35
OFF001274,INC001273,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a on foot.,none,8
OFF001275,INC001274,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001276,INC001275,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001277,INC001276,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over an old debt, causing injury with a knife.",none,35
OFF001278,INC001277,Burglary,Accused gained entry through the unlocked back door and removed two mobile phones from the premises while occupants were asleep.,none,15
OFF001279,INC001278,Burglary,Accused gained entry through the compound wall and removed a bag of valuables from the premises while occupants were at work.,none,15
OFF001280,INC001279,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001281,INC001280,Murder,Offense recorded under Murder.,none,100
OFF001282,INC001281,Rape,Offense recorded under Rape.,none,85
OFF001283,INC001282,Riots,Offense recorded under Riots.,none,20
OFF001284,INC001283,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a on foot.,none,8
OFF001285,INC001284,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a iron rod.",none,35
OFF001286,INC001285,Rape,Offense recorded under Rape.,none,85
OFF001287,INC001286,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001288,INC001287,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a on foot.,none,8
OFF001289,INC001288,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF001290,INC001289,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001291,INC001290,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001292,INC001291,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001293,INC001292,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001294,INC001293,Burglary,Accused gained entry through the rear window and removed cash and electronics from the premises while occupants were away.,none,15
OFF001295,INC001294,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,none,8
OFF001296,INC001295,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a on foot.,none,8
OFF001297,INC001296,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001298,INC001297,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001299,INC001298,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a on foot.,none,8
OFF001300,INC001299,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001301,INC001300,Riots,Offense recorded under Riots.,none,20
OFF001302,INC001301,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001303,INC001302,Burglary,Accused gained entry through the unlocked back door and removed a laptop from the premises while occupants were asleep.,none,15
OFF001304,INC001303,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF001305,INC001304,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a on foot.,none,8
OFF001306,INC001305,Rape,Offense recorded under Rape.,none,85
OFF001307,INC001306,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001308,INC001307,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001309,INC001308,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001310,INC001309,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001311,INC001310,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001312,INC001311,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001313,INC001312,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001314,INC001313,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF001315,INC001314,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001316,INC001315,Burglary,Accused gained entry through the rear window and removed a laptop from the premises while occupants were at work.,none,15
OFF001317,INC001316,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,none,8
OFF001318,INC001317,Burglary,Accused gained entry through the terrace access and removed two mobile phones from the premises while occupants were asleep.,none,15
OFF001319,INC001318,Robbery,"Accused approached the victim near a market area, threatened them with a blunt object, and fled with jewellery on a two-wheeler.",none,45
OFF001320,INC001319,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001321,INC001320,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001322,INC001321,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001323,INC001322,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001324,INC001323,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a on foot.,none,8
OFF001325,INC001324,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001326,INC001325,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a road-rage incident, causing injury with a iron rod.",none,35
OFF001327,INC001326,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001328,INC001327,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001329,INC001328,Burglary,Accused gained entry through the unlocked back door and removed two mobile phones from the premises while occupants were at work.,none,15
OFF001330,INC001329,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF001331,INC001330,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001332,INC001331,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF001333,INC001332,Dacoity,Offense recorded under Dacoity.,none,60
OFF001334,INC001333,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF001335,INC001334,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001336,INC001335,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001337,INC001336,Burglary,Accused gained entry through the unlocked back door and removed two mobile phones from the premises while occupants were asleep.,none,15
OFF001338,INC001337,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001339,INC001338,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001340,INC001339,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over an old debt, causing injury with a blunt object.",none,35
OFF001341,INC001340,Murder,Offense recorded under Murder.,none,100
OFF001342,INC001341,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a bicycle.,none,8
OFF001343,INC001342,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001344,INC001343,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001345,INC001344,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a family matter, causing injury with a iron rod.",none,35
OFF001346,INC001345,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a bicycle.,none,8
OFF001347,INC001346,Rape,Offense recorded under Rape.,none,85
OFF001348,INC001347,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001349,INC001348,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were away.,none,15
